Simulation Time,Total Vehicles,Passenger,Trucks,Buses,Motorcycles,Bicycles,Emergencies,Trailers,Deliveries,Total Fuel Consumption (ml),Total CO2 Emission (mg),Total CO Emission (mg),Total HC Emission (mg),Total NOx Emission (mg),Total PMx Emission (mg),Total Trip Time (s),Total Delay (s)
7920.0,154,151,1,0,0,0,0,1,1,30441039.8917369,95485298.59887786,2192523.6116312793,12453.25010478191,65266.21218671099,2432.7231716523293,360100.0,2694959.105520376
7980.0,154,151,0,0,0,0,0,1,2,30589595.449990787,95951130.28190571,2204734.653345439,12574.701372150796,65447.73192688642,2442.619405478037,361699.0,2711551.07504685
8040.0,146,144,0,0,0,0,0,1,1,30710974.643773284,96331678.30784579,2212961.0414882232,12620.679787306726,65598.59653503422,2449.2647285066287,363318.0,2727243.926277043
8100.0,157,155,0,0,0,0,0,1,1,30879134.661579892,96859052.6907673,2227885.0627095243,12716.303801171749,65910.07816303703,2464.771071245096,364897.0,2743168.8810321614
8160.0,144,141,0,0,0,0,0,2,1,31039512.62971619,97362398.91460465,2238243.7006128966,12773.958708674743,66435.42078449512,2481.1161377846647,366300.0,2758313.803638471
8220.0,140,137,0,0,0,0,0,2,1,31213574.053194307,97908684.86613385,2250146.918781171,12859.54911823126,66952.1538594645,2501.1147998954243,367749.0,2773362.2026651823
8280.0,136,133,0,0,0,0,0,2,1,31358410.767131887,98363299.22403435,2260631.811737669,12931.763138505641,67420.41246073785,2517.7011024359276,369129.0,2786929.376815978
8340.0,130,127,0,0,0,0,0,3,0,31523994.36749071,98883406.72295913,2270001.894610057,12984.184505382002,68155.21754836012,2537.1436199550917,370608.0,2799180.5926598813
8400.0,138,135,0,0,0,0,0,3,0,31686527.628996454,99393742.89605407,2280350.2265131227,13041.462707486095,68791.96009405125,2555.5336523574038,371935.0,2811586.9348081457
8460.0,137,134,0,0,0,0,0,3,0,31821928.134702347,99818351.46000305,2291378.3039217666,13101.376739918167,69045.96128376738,2566.21968052731,373338.0,2823231.456391907
8520.0,132,129,0,0,0,0,0,3,0,31974318.347988095,100296756.75807875,2301109.7807241133,13155.38521489352,69632.4441716012,2583.266292942185,374854.0,2833683.1796566374
8580.0,136,132,0,0,0,0,0,3,1,32152209.08192191,100854933.60265939,2313566.730994586,13231.848419624497,70137.69988038193,2602.7587202333734,376506.0,2844511.378384186
