Loading configuration ... done.
***Starting server on port 49395 ***
Loading net-file from '/usr/app/simulation/Ingolstadt_SUMO_365/ingolstadt_net.net.xml' ... done (3998ms).
Loading additional-files from '/usr/app/simulation/Ingolstadt_SUMO_365/TL/2023-06-20_tlLogics_24h.tll.xml' ... done (70ms).
Loading additional-files from '/usr/app/simulation/Ingolstadt_SUMO_365/TL/2023-06-20_WAUT.xml' ... done (5ms).
Loading additional-files from '/usr/app/simulation/Ingolstadt_SUMO_365/PT/pt_stops.add.xml' ... done (20ms).
Loading additional-files from '/usr/app/simulation/Ingolstadt_SUMO_365/PT/2023-06-20_gtfs_trips.rou.xml' ... 
done (574ms).
Loading done.
Simulation version 1.18.0 started with time: 0.00.
Step #16300.00 (13ms ~= 76.92*RT, ~19384.62UPS, TraCI: 0ms, vehicles TOT 5798 ACT 252 BUF 
Step #16400.00 (12ms ~= 83.33*RT, ~20500.00UPS, TraCI: 0ms, vehicles TOT 5840 ACT 246 BUF 
Step #16500.00 (15ms ~= 66.67*RT, ~16266.67UPS, TraCI: 88ms, vehicles TOT 5875 ACT 244 BUF
Step #16600.00 (13ms ~= 76.92*RT, ~17923.08UPS, TraCI: 0ms, vehicles TOT 5910 ACT 233 BUF 
Step #16700.00 (32ms ~= 31.25*RT, ~6843.75UPS, TraCI: 0ms, vehicles TOT 5947 ACT 219 BUF 0
Step #16800.00 (56ms ~= 17.86*RT, ~4089.29UPS, TraCI: 79ms, vehicles TOT 5989 ACT 229 BUF 
Step #16900.00 (11ms ~= 90.91*RT, ~21363.64UPS, TraCI: 0ms, vehicles TOT 6036 ACT 235 BUF 
Step #17000.00 (13ms ~= 76.92*RT, ~19153.85UPS, TraCI: 0ms, vehicles TOT 6093 ACT 249 BUF 
Step #17100.00 (12ms ~= 83.33*RT, ~20083.33UPS, TraCI: 84ms, vehicles TOT 6132 ACT 241 BUF
Step #17200.00 (14ms ~= 71.43*RT, ~17714.29UPS, TraCI: 0ms, vehicles TOT 6168 ACT 248 BUF 
Step #17300.00 (11ms ~= 90.91*RT, ~21909.09UPS, TraCI: 0ms, vehicles TOT 6209 ACT 241 BUF 
Step #17400.00 (18ms ~= 55.56*RT, ~12555.56UPS, TraCI: 77ms, vehicles TOT 6242 ACT 226 BUF
Step #17500.00 (11ms ~= 90.91*RT, ~20000.00UPS, TraCI: 0ms, vehicles TOT 6277 ACT 220 BUF 
Step #17600.00 (13ms ~= 76.92*RT, ~17615.38UPS, TraCI: 0ms, vehicles TOT 6327 ACT 229 BUF 
Step #17700.00 (14ms ~= 71.43*RT, ~16857.14UPS, TraCI: 83ms, vehicles TOT 6369 ACT 236 BUF
Step #17800.00 (14ms ~= 71.43*RT, ~16000.00UPS, TraCI: 0ms, vehicles TOT 6402 ACT 224 BUF 
Step #17900.00 (9ms ~= 111.11*RT, ~26111.11UPS, TraCI: 1ms, vehicles TOT 6447 ACT 235 BUF 
Step #18000.00 (62ms ~= 16.13*RT, ~3806.45UPS, TraCI: 79ms, vehicles TOT 6486 ACT 236 BUF 
