Loading configuration ... done.
***Starting server on port 55931 ***
Loading net-file from '/usr/app/simulation/Ingolstadt_SUMO_365/ingolstadt_net.net.xml' ... done (3903ms).
Loading additional-files from '/usr/app/simulation/Ingolstadt_SUMO_365/TL/2023-06-19_tlLogics_24h.tll.xml' ... done (67ms).
Loading additional-files from '/usr/app/simulation/Ingolstadt_SUMO_365/TL/2023-06-19_WAUT.xml' ... done (5ms).
Loading additional-files from '/usr/app/simulation/Ingolstadt_SUMO_365/PT/pt_stops.add.xml' ... done (19ms).
Loading additional-files from '/usr/app/simulation/Ingolstadt_SUMO_365/PT/2023-06-19_gtfs_trips.rou.xml' ... 
done (558ms).
Loading done.
Simulation version 1.18.0 started with time: 0.00.
Step #15700.00 (8ms ~= 125.00*RT, ~36375.00UPS, TraCI: 0ms, vehicles TOT 5869 ACT 291 BUF 
Step #15800.00 (8ms ~= 125.00*RT, ~36375.00UPS, TraCI: 1ms, vehicles TOT 5921 ACT 291 BUF 
Step #15900.00 (8ms ~= 125.00*RT, ~36000.00UPS, TraCI: 105ms, vehicles TOT 5976 ACT 288 BU
Step #16000.00 (8ms ~= 125.00*RT, ~36875.00UPS, TraCI: 0ms, vehicles TOT 6023 ACT 295 BUF 
Step #16100.00 (7ms ~= 142.86*RT, ~43285.71UPS, TraCI: 0ms, vehicles TOT 6075 ACT 303 BUF 
Step #16200.00 (7ms ~= 142.86*RT, ~41571.43UPS, TraCI: 101ms, vehicles TOT 6114 ACT 291 BU
Step #16300.00 (7ms ~= 142.86*RT, ~42571.43UPS, TraCI: 0ms, vehicles TOT 6165 ACT 298 BUF 
Step #16400.00 (8ms ~= 125.00*RT, ~35125.00UPS, TraCI: 0ms, vehicles TOT 6207 ACT 281 BUF 
Step #16500.00 (7ms ~= 142.86*RT, ~38142.86UPS, TraCI: 93ms, vehicles TOT 6244 ACT 267 BUF
Step #16600.00 (8ms ~= 125.00*RT, ~32000.00UPS, TraCI: 0ms, vehicles TOT 6283 ACT 256 BUF 
Step #16700.00 (7ms ~= 142.86*RT, ~35000.00UPS, TraCI: 1ms, vehicles TOT 6326 ACT 245 BUF 
Step #16800.00 (10ms ~= 100.00*RT, ~26700.00UPS, TraCI: 100ms, vehicles TOT 6385 ACT 267 B
Step #16900.00 (7ms ~= 142.86*RT, ~38714.29UPS, TraCI: 0ms, vehicles TOT 6438 ACT 271 BUF 
Step #17000.00 (7ms ~= 142.86*RT, ~40142.86UPS, TraCI: 0ms, vehicles TOT 6483 ACT 281 BUF 
Step #17100.00 (8ms ~= 125.00*RT, ~34500.00UPS, TraCI: 99ms, vehicles TOT 6520 ACT 276 BUF
Step #17200.00 (9ms ~= 111.11*RT, ~31444.44UPS, TraCI: 0ms, vehicles TOT 6560 ACT 283 BUF 
Step #17300.00 (6ms ~= 166.67*RT, ~45333.33UPS, TraCI: 1ms, vehicles TOT 6598 ACT 272 BUF 
Step #17400.00 (9ms ~= 111.11*RT, ~27444.44UPS, TraCI: 88ms, vehicles TOT 6629 ACT 247 BUF
Step #17500.00 (7ms ~= 142.86*RT, ~35142.86UPS, TraCI: 1ms, vehicles TOT 6671 ACT 246 BUF 
Step #17600.00 (7ms ~= 142.86*RT, ~34142.86UPS, TraCI: 0ms, vehicles TOT 6715 ACT 239 BUF 
Step #17700.00 (7ms ~= 142.86*RT, ~35142.86UPS, TraCI: 95ms, vehicles TOT 6758 ACT 246 BUF
Step #17800.00 (32ms ~= 31.25*RT, ~7718.75UPS, TraCI: 0ms, vehicles TOT 6796 ACT 247 BUF 0
Step #17900.00 (7ms ~= 142.86*RT, ~35571.43UPS, TraCI: 0ms, vehicles TOT 6840 ACT 249 BUF 
Step #18000.00 (29ms ~= 34.48*RT, ~8551.72UPS, TraCI: 93ms, vehicles TOT 6884 ACT 248 BUF 
Step #18100.00 (30ms ~= 33.33*RT, ~14400.00UPS, TraCI: 0ms, vehicles TOT 7116 ACT 432 BUF 
Step #18200.00 (29ms ~= 34.48*RT, ~21379.31UPS, TraCI: 0ms, vehicles TOT 7346 ACT 620 BUF 
Step #18300.00 (15ms ~= 66.67*RT, ~53533.33UPS, TraCI: 268ms, vehicles TOT 7583 ACT 803 BU
Step #18400.00 (15ms ~= 66.67*RT, ~63333.33UPS, TraCI: 0ms, vehicles TOT 7799 ACT 950 BUF 
Step #18500.00 (51ms ~= 19.61*RT, ~21745.10UPS, TraCI: 0ms, vehicles TOT 8041 ACT 1109 BUF
